1	0
2	1
3	2
5	3
10	4
11	5
12	6
13	7
14	8
53	9
54	10
55	11
56	12
57	13
58	14
59	15
60	16
61	17
62	18
63	19
64	20
65	21
66	22
67	23
68	24
69	25
70	26
71	27
72	28
73	29
74	30
75	31
76	32
77	33
78	34
79	35
80	36
81	37
82	38
83	39
84	40
85	41
86	42
87	43
88	44
89	45
90	46
91	47
92	48
93	49
94	50
95	51
96	52
97	53
98	54
99	55
100	56
101	57
102	58
103	59
104	60
105	61
106	62
107	63
109	64
110	65
111	66
112	67
113	68
114	69
115	70
116	71
117	72
118	73
119	74
120	75
121	76
122	77
123	78
124	79
125	80
126	81
127	82
128	83
129	84
130	85
131	86
132	87
133	88
134	89
135	90
136	91
137	92
138	93
139	94
140	95
141	96
142	97
143	98
144	99
145	100
146	101
147	102
148	103
149	104
150	105
151	106
152	107
153	108
154	109
155	110
156	111
157	112
158	113
159	114
160	115
161	116
162	117
163	118
164	119
165	120
166	121
167	122
168	123
169	124
170	125
171	126
172	127
173	128
174	129
175	130
176	131
177	132
178	133
179	134
180	135
181	136
182	137
183	138
184	139
185	140
186	141
187	142
188	143
189	144
190	145
191	146
192	147
193	148
194	149
195	150
196	151
197	152
198	153
199	154
200	155
201	156
202	157
203	158
204	159
205	160
206	161
207	162
208	163
209	164
210	165
211	166
212	167
213	168
214	169
215	170
216	171
217	172
218	173
219	174
220	175
221	176
222	177
223	178
224	179
225	180
226	181
227	182
228	183
229	184
230	185
231	186
232	187
233	188
234	189
235	190
236	191
237	192
238	193
239	194
240	195
241	196
242	197
243	198
244	199
245	200
246	201
247	202
248	203
249	204
250	205
251	206
252	207
253	208
254	209
255	210
256	211
257	212
258	213
259	214
260	215
261	216
262	217
263	218
264	219
265	220
266	221
267	222
268	223
269	224
270	225
271	226
272	227
273	228
274	229
275	230
276	231
277	232
278	233
279	234
280	235
281	236
282	237
283	238
284	239
285	240
286	241
287	242
288	243
289	244
290	245
291	246
292	247
293	248
294	249
295	250
296	251
297	252
298	253
299	254
300	255
301	256
302	257
303	258
304	259
305	260
306	261
307	262
308	263
309	264
310	265
311	266
312	267
313	268
314	269
315	270
316	271
317	272
318	273
319	274
320	275
321	276
322	277
323	278
324	279
325	280
326	281
327	282
328	283
329	284
330	285
331	286
332	287
333	288
334	289
335	290
336	291
337	292
338	293
339	294
340	295
341	296
342	297
343	298
344	299
345	300
346	301
347	302
348	303
349	304
350	305
351	306
352	307
353	308
354	309
355	310
356	311
357	312
358	313
359	314
360	315
361	316
362	317
363	318
364	319
365	320
366	321
367	322
368	323
369	324
370	325
371	326
372	327
373	328
374	329
375	330
376	331
377	332
378	333
379	334
380	335
381	336
382	337
383	338
384	339
385	340
386	341
387	342
388	343
389	344
390	345
391	346
392	347
393	348
394	349
395	350
396	351
397	352
398	353
399	354
400	355
401	356
402	357
403	358
404	359
405	360
406	361
407	362
408	363
409	364
410	365
411	366
412	367
413	368
414	369
415	370
416	371
417	372
418	373
419	374
420	375
421	376
422	377
423	378
424	379
425	380
426	381
427	382
428	383
429	384
430	385
431	386
432	387
433	388
434	389
435	390
436	391
437	392
438	393
439	394
440	395
441	396
442	397
443	398
444	399
445	400
446	401
447	402
448	403
449	404
450	405
451	406
452	407
453	408
454	409
455	410
456	411
457	412
458	413
459	414
460	415
461	416
462	417
463	418
464	419
465	420
