5500000	0
6000000	1
6500000	2
7000000	3
7500000	4
8000000	5
8500000	6
9000000	7
9500000	8
10500000	9
11000000	10
11500000	11
12000000	12
12500000	13
13000000	14
13500000	15
14000000	16
14500000	17
15000000	18
15500000	19
16000000	20
16500000	21
17000000	22
17500000	23
18000000	24
18500000	25
19000000	26
19500000	27
20000000	28
20500000	29
21000000	30
21500000	31
22000000	32
22500000	33
23000000	34
33000000	35
33500000	36
34000000	37
34500000	38
35500000	39
36000000	40
36500000	41
37000000	42
37500000	43
38000000	44
38500000	45
39000000	46
39500000	47
40000000	48
40500000	49
41000000	50
41500000	51
42000000	52
42500000	53
43000000	54
43500000	55
44000000	56
44500000	57
45000000	58
45500000	59
46000000	60
46500000	61
47000000	62
47500000	63
48500000	64
49000000	65
49500000	66
50000000	67
50500000	68
51000000	69
52500000	70
53000000	71
53500000	72
54000000	73
54500000	74
55000000	75
55500000	76
56000000	77
56500000	78
57000000	79
57500000	80
58000000	81
58500000	82
59500000	83
60000000	84
60500000	85
61000000	86
61500000	87
62000000	88
62500000	89
63000000	90
63500000	91
64000000	92
64500000	93
65000000	94
65500000	95
66000000	96
66500000	97
67000000	98
67500000	99
68000000	100
68500000	101
69000000	102
69500000	103
70000000	104
70500000	105
71000000	106
71500000	107
72000000	108
72500000	109
73000000	110
73500000	111
74000000	112
74500000	113
75000000	114
75500000	115
76000000	116
77000000	117
77500000	118
78000000	119
78500000	120
79000000	121
79500000	122
80000000	123
80500000	124
81500000	125
82000000	126
82500000	127
83000000	128
83500000	129
84000000	130
84500000	131
85000000	132
85500000	133
86000000	134
86500000	135
87000000	136
88000000	137
88500000	138
89000000	139
89500000	140
90000000	141
90500000	142
91000000	143
91500000	144
92000000	145
92500000	146
93000000	147
93500000	148
94000000	149
94500000	150
95500000	151
96000000	152
96500000	153
97000000	154
97500000	155
98000000	156
98500000	157
99000000	158
99500000	159
100000000	160
100500000	161
101000000	162
101500000	163
102000000	164
102500000	165
103000000	166
103500000	167
104000000	168
105000000	169
105500000	170
106000000	171
106500000	172
107000000	173
107500000	174
108000000	175
108500000	176
109000000	177
109500000	178
110000000	179
111000000	180
111500000	181
112000000	182
112500000	183
113000000	184
113500000	185
114000000	186
114500000	187
115000000	188
115500000	189
116000000	190
116500000	191
117000000	192
118000000	193
119000000	194
119500000	195
120000000	196
122500000	197
123000000	198
123500000	199
124000000	200
124500000	201
125000000	202
125500000	203
126000000	204
126500000	205
127000000	206
127500000	207
128000000	208
128500000	209
129000000	210
129500000	211
130500000	212
131000000	213
131500000	214
132000000	215
132500000	216
133000000	217
133500000	218
134000000	219
134500000	220
135000000	221
135500000	222
136000000	223
136500000	224
137000000	225
137500000	226
138500000	227
139000000	228
139500000	229
140000000	230
140500000	231
141000000	232
141500000	233
142000000	234
142500000	235
143000000	236
143500000	237
146500000	238
147000000	239
147500000	240
148000000	241
148500000	242
149000000	243
149500000	244
150000000	245
150500000	246
151500000	247
152000000	248
152500000	249
153000000	250
153500000	251
154000000	252
154500000	253
155000000	254
155500000	255
156000000	256
156500000	257
157000000	258
157500000	259
158000000	260
158500000	261
159000000	262
159500000	263
160000000	264
160500000	265
161000000	266
161500000	267
162000000	268
162500000	269
163500000	270
164000000	271
164500000	272
165000000	273
165500000	274
166000000	275
