1	1500001	0.207118
1	2000001	0.752046
1	2500001	0.752046
1	3000001	0.207118
500001	1500001	0.285285
500001	2000001	1.114926
500001	2500001	1.114926
500001	3000001	0.285285
1000001	1500001	0.285285
1000001	2000001	1.114926
1000001	2500001	1.114926
1000001	3000001	0.285285
1500001	1500001	0.457133
1500001	2000001	0.865501
1500001	2500001	0.752046
1500001	3000001	0.207118
2000001	2000001	0.457133
2000001	2500001	0.207118
2000001	3000001	0.064755
3500001	6500001	0.064755
3500001	7000001	0.207118
3500001	7500001	0.207118
3500001	8000001	0.064755
4000001	6500001	0.207118
4000001	7000001	0.752046
4000001	7500001	0.752046
4000001	8000001	0.207118
4500001	6500001	0.207118
4500001	7000001	0.752046
4500001	7500001	0.752046
4500001	8000001	0.207118
5000001	6500001	0.064755
5000001	7000001	0.207118
5000001	7500001	0.207118
5000001	8000001	0.064755
6500001	9500001	0.064755
6500001	10000001	0.207118
6500001	10500001	0.207118
6500001	11000001	0.064755
7000001	9500001	0.207118
7000001	10000001	0.752046
7000001	10500001	0.752046
7000001	11000001	0.207118
7500001	9500001	0.285285
7500001	10000001	1.114926
7500001	10500001	1.114926
7500001	11000001	0.285285
7500001	461500001	0.064755
7500001	462000001	0.207118
7500001	462500001	0.207118
7500001	463000001	0.064755
7500001	464500001	0.064755
7500001	465000001	0.207118
7500001	465500001	0.207118
7500001	466000001	0.064755
8000001	9500001	0.285285
8000001	10000001	1.114926
8000001	10500001	1.114926
8000001	11000001	0.285285
8000001	461500001	0.207118
8000001	462000001	0.752046
8000001	462500001	0.752046
8000001	463000001	0.207118
8000001	464500001	0.207118
8000001	465000001	0.752046
8000001	465500001	0.752046
8000001	466000001	0.207118
8500001	9500001	0.207118
8500001	10000001	0.752046
8500001	10500001	0.865501
8500001	11000001	0.457133
8500001	11500001	0.207118
8500001	12000001	0.064755
8500001	461500001	0.207118
8500001	462000001	0.752046
8500001	462500001	0.752046
8500001	463000001	0.207118
8500001	464500001	0.207118
8500001	465000001	0.752046
8500001	465500001	0.752046
8500001	466000001	0.207118
9000001	9500001	0.064755
9000001	10000001	0.207118
9000001	10500001	0.457133
9000001	11000001	0.865501
9000001	11500001	0.752046
9000001	12000001	0.207118
9000001	461500001	0.064755
9000001	462000001	0.207118
9000001	462500001	0.207118
9000001	463000001	0.064755
9000001	464500001	0.064755
9000001	465000001	0.207118
9000001	465500001	0.207118
9000001	466000001	0.064755
9500001	10500001	0.285285
9500001	11000001	1.114926
9500001	11500001	1.114926
9500001	12000001	0.285285
9500001	12500001	0.064755
9500001	13000001	0.207118
9500001	13500001	0.207118
9500001	14000001	0.064755
9500001	251500001	0.064755
9500001	252000001	0.207118
9500001	252500001	0.207118
9500001	253000001	0.064755
9500001	255500001	0.064755
9500001	256000001	0.207118
9500001	256500001	0.207118
9500001	257000001	0.064755
10000001	10500001	0.285285
10000001	11000001	1.114926
10000001	11500001	1.114926
10000001	12000001	0.285285
10000001	12500001	0.207118
10000001	13000001	0.752046
10000001	13500001	0.752046
10000001	14000001	0.207118
10000001	251500001	0.207118
10000001	252000001	0.752046
10000001	252500001	0.752046
10000001	253000001	0.207118
10000001	255500001	0.207118
10000001	256000001	0.752046
10000001	256500001	0.752046
10000001	257000001	0.207118
10500001	10500001	0.457133
10500001	11000001	0.865501
10500001	11500001	0.865501
10500001	12000001	0.457133
10500001	12500001	0.457133
10500001	13000001	0.865501
10500001	13500001	0.752046
10500001	14000001	0.207118
10500001	251500001	0.285285
10500001	252000001	1.114926
10500001	252500001	1.114926
10500001	253000001	0.285285
10500001	255500001	0.285285
10500001	256000001	1.114926
10500001	256500001	1.114926
10500001	257000001	0.285285
11000001	11000001	0.457133
11000001	11500001	0.457133
11000001	12000001	0.865501
11000001	12500001	0.865501
11000001	13000001	0.457133
11000001	13500001	0.207118
11000001	14000001	0.064755
11000001	251500001	0.285285
11000001	252000001	1.114926
11000001	252500001	1.114926
11000001	253000001	0.285285
11000001	255500001	0.285285
11000001	256000001	1.114926
11000001	256500001	1.114926
11000001	257000001	0.285285
11500001	11500001	0.457133
11500001	12000001	0.865501
11500001	12500001	0.752046
11500001	13000001	0.207118
11500001	251500001	0.207118
11500001	252000001	0.752046
11500001	252500001	0.752046
11500001	253000001	0.207118
11500001	255500001	0.207118
11500001	256000001	0.752046
11500001	256500001	0.752046
11500001	257000001	0.207118
12000001	12000001	0.457133
12000001	12500001	0.207118
12000001	13000001	0.064755
12000001	251500001	0.064755
12000001	252000001	0.207118
12000001	252500001	0.207118
12000001	253000001	0.064755
12000001	255500001	0.064755
12000001	256000001	0.207118
12000001	256500001	0.207118
12000001	257000001	0.064755
12500001	13500001	0.064755
12500001	14000001	0.207118
12500001	14500001	0.285285
12500001	15000001	0.285285
12500001	15500001	0.207118
12500001	16000001	0.064755
13000001	13500001	0.207118
13000001	14000001	0.752046
13000001	14500001	1.114926
13000001	15000001	1.114926
13000001	15500001	0.752046
13000001	16000001	0.207118
13500001	13500001	0.457133
13500001	14000001	0.865501
13500001	14500001	1.114926
13500001	15000001	1.114926
13500001	15500001	0.752046
13500001	16000001	0.207118
13500001	461500001	0.064755
13500001	462000001	0.207118
13500001	462500001	0.207118
13500001	463000001	0.064755
14000001	14000001	0.457133
14000001	14500001	0.285285
14000001	15000001	0.285285
14000001	15500001	0.207118
14000001	16000001	0.064755
14000001	461500001	0.207118
14000001	462000001	0.752046
14000001	462500001	0.752046
14000001	463000001	0.207118
14500001	461500001	0.207118
14500001	462000001	0.752046
14500001	462500001	0.752046
14500001	463000001	0.207118
15000001	461500001	0.064755
15000001	462000001	0.207118
15000001	462500001	0.207118
15000001	463000001	0.064755
15500001	16500001	0.064755
15500001	17000001	0.207118
15500001	17500001	0.207118
15500001	18000001	0.064755
15500001	145500001	0.064755
15500001	146000001	0.207118
15500001	146500001	0.207118
15500001	147000001	0.064755
15500001	237500001	0.064755
15500001	238000001	0.207118
15500001	238500001	0.207118
15500001	239000001	0.064755
16000001	16500001	0.207118
16000001	17000001	0.752046
16000001	17500001	0.752046
16000001	18000001	0.207118
16000001	145500001	0.207118
16000001	146000001	0.752046
16000001	146500001	0.752046
16000001	147000001	0.207118
16000001	237500001	0.207118
16000001	238000001	0.752046
16000001	238500001	0.752046
16000001	239000001	0.207118
16500001	16500001	0.457133
16500001	17000001	0.865501
16500001	17500001	0.752046
16500001	18000001	0.207118
16500001	145500001	0.207118
16500001	146000001	0.752046
16500001	146500001	0.752046
16500001	147000001	0.207118
16500001	234500001	0.064755
16500001	235000001	0.207118
16500001	235500001	0.207118
16500001	236000001	0.064755
16500001	237500001	0.207118
16500001	238000001	0.752046
16500001	238500001	0.752046
16500001	239000001	0.207118
17000001	17000001	0.457133
17000001	17500001	0.207118
17000001	18000001	0.064755
17000001	145500001	0.064755
17000001	146000001	0.207118
17000001	146500001	0.207118
17000001	147000001	0.064755
17000001	234500001	0.207118
17000001	235000001	0.752046
17000001	235500001	0.752046
17000001	236000001	0.207118
17000001	237500001	0.064755
17000001	238000001	0.207118
17000001	238500001	0.207118
17000001	239000001	0.064755
17500001	24500001	0.064755
17500001	25000001	0.207118
17500001	25500001	0.207118
17500001	26000001	0.064755
17500001	104500001	0.064755
17500001	105000001	0.207118
17500001	105500001	0.207118
17500001	106000001	0.064755
17500001	229500001	0.064755
17500001	230000001	0.207118
17500001	230500001	0.207118
17500001	231000001	0.064755
17500001	234500001	0.207118
17500001	235000001	0.752046
17500001	235500001	0.752046
17500001	236000001	0.207118
18000001	24500001	0.207118
18000001	25000001	0.752046
18000001	25500001	0.752046
18000001	26000001	0.207118
18000001	104500001	0.207118
18000001	105000001	0.752046
18000001	105500001	0.752046
18000001	106000001	0.207118
18000001	229500001	0.207118
18000001	230000001	0.752046
18000001	230500001	0.752046
18000001	231000001	0.207118
18000001	234500001	0.064755
18000001	235000001	0.207118
18000001	235500001	0.207118
18000001	236000001	0.064755
18500001	24500001	0.207118
18500001	25000001	0.752046
18500001	25500001	0.865501
18500001	26000001	0.457133
18500001	26500001	0.207118
18500001	27000001	0.064755
18500001	36500001	0.064755
18500001	37000001	0.207118
18500001	37500001	0.207118
18500001	38000001	0.064755
18500001	98500001	0.064755
18500001	99000001	0.207118
18500001	99500001	0.207118
18500001	100000001	0.064755
18500001	104500001	0.207118
18500001	105000001	0.752046
18500001	105500001	0.752046
18500001	106000001	0.207118
18500001	229500001	0.285285
18500001	230000001	1.114926
18500001	230500001	1.114926
18500001	231000001	0.285285
19000001	24500001	0.064755
19000001	25000001	0.207118
19000001	25500001	0.457133
19000001	26000001	0.865501
19000001	26500001	0.752046
19000001	27000001	0.207118
19000001	36500001	0.207118
19000001	37000001	0.752046
19000001	37500001	0.752046
19000001	38000001	0.207118
19000001	98500001	0.207118
19000001	99000001	0.752046
19000001	99500001	0.752046
19000001	100000001	0.207118
19000001	104500001	0.064755
19000001	105000001	0.207118
19000001	105500001	0.207118
19000001	106000001	0.064755
19000001	229500001	0.285285
19000001	230000001	1.114926
19000001	230500001	1.114926
19000001	231000001	0.285285
19500001	25500001	0.285285
19500001	26000001	1.114926
19500001	26500001	1.114926
19500001	27000001	0.285285
19500001	36500001	0.207118
19500001	37000001	0.752046
19500001	37500001	0.752046
19500001	38000001	0.207118
19500001	98500001	0.207118
19500001	99000001	0.752046
19500001	99500001	0.752046
19500001	100000001	0.207118
19500001	229500001	0.207118
19500001	230000001	0.752046
19500001	230500001	0.752046
19500001	231000001	0.207118
19500001	244500001	0.064755
19500001	245000001	0.207118
19500001	245500001	0.207118
19500001	246000001	0.064755
20000001	25500001	0.285285
20000001	26000001	1.114926
20000001	26500001	1.114926
20000001	27000001	0.285285
